,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
蓝碧源艺术纸价格表,,,,,,,,伯爵是按合作协议价11000/吨的，曼雅高感8800/吨，欧纯棉纸按市场价格7折，其他产品按市场价格75折执行，,,,,,,,,,,
产品系列,产品名称,平台编码,克重,颜色,规格,,"2026年
市场张价",,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6602-225-H4501,225,水烟灰,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6602-310-H4501,310,水烟灰,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6614-225-G2101,225,墨绿,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6615-225-G2801,225,松绿,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6616-225-Y2501,225,明黄,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6617-225-P0801,225,尚紫,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6618-225-R3301,225,粉红,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-W5101,135,水月白,787,1092,7.7,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-W5101,215,水月白,787,1092,12.2,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-315-W5101,315,水月白,787,1092,17.9,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-H7201,135,水尘灰,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-H7201,215,水尘灰,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-H7501,135,水凝灰,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-H7501,215,水凝灰,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-315-H7501,315,水凝灰,787,1092,21.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-K2001,135,水玄黑,787,1092,9.8,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-K2001,215,水玄黑,787,1092,15.5,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-315-K2001,315,水玄黑,787,1092,22.7,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-C5901,135,水砾米,787,1092,7.7,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-C5901,215,水砾米,787,1092,12.2,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-315-C5901,315,水砾米,787,1092,17.9,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-C6201,135,水革棕,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-C6201,215,水革棕,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-315-C6201,315,水革棕,787,1092,21.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-C6301,135,水砚褐,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-C6301,215,水砚褐,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-Y4001,135,水炽橙,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-Y4001,215,水炽橙,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-R5201,135,水砖红,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-R5201,215,水砖红,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-B3101,135,水织蓝,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-B3101,215,水织蓝,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-B3201,135,水影蓝,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-B3201,215,水影蓝,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-Y3901,135,水枫黄,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-Y3901,215,水枫黄,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-G4501,135,水芽绿,787,1092,9.1,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-G4501,215,水芽绿,787,1092,14.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-135-G4601,135,水湖绿,787,1092,10.4,,,,,,,,,,,
冠族系列,水洗纸pro,PS7701-215-G4601,215,水湖绿,787,1092,16.6,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-W5101,135,水月白,787,1092,11.8,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-W5101,215,水月白,787,1092,16.6,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-315-W5101,315,水月白,787,1092,21.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-H7201,135,水尘灰,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-H7201,215,水尘灰,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-H7501,135,水凝灰,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-H7501,215,水凝灰,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-315-H7501,315,水凝灰,787,1092,25.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-K2001,135,水玄黑,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-K2001,215,水玄黑,787,1092,20,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-315-K2001,315,水玄黑,787,1092,26.8,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-C5901,135,水砾米,787,1092,11.8,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-C5901,215,水砾米,787,1092,16.6,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-315-C5901,315,水砾米,787,1092,21.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-C6201,135,水革棕,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-C6201,215,水革棕,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-315-C6201,315,水革棕,787,1092,25.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-C6301,135,水砚褐,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-C6301,215,水砚褐,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-Y4001,135,水炽橙,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-Y4001,215,水炽橙,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-R5201,135,水砖红,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-R5201,215,水砖红,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-B3101,135,水织蓝,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-B3101,215,水织蓝,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-B3201,135,水影蓝,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-B3201,215,水影蓝,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-Y3901,135,水枫黄,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-Y3901,215,水枫黄,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-G4501,135,水芽绿,787,1092,13.2,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-G4501,215,水芽绿,787,1092,18.9,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-135-G4601,135,水湖绿,787,1092,14.6,,,,,,,,,,,
冠族系列,水洗纸pro textile,WPS+7701-215-G4601,215,水湖绿,787,1092,21.1,,,,,,,,,,,
星煜系列,星煜星空-单面,A8801D-120-X0101,120,星白,787,1092,3.3,,,,,,,,,,,
星煜系列,星煜星空-单面,A8801D-250-X0101,250,星白,787,1092,6.9,,,,,,,,,,,
星煜系列,星煜星空-单面,A8801D-300-X0101,300,星白,787,1092,8.3,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-150-X0101,150,星白,787,1092,4.1,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-200-X0101,200,星白,787,1092,5.5,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-250-X0101,250,星白,787,1092,6.9,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-150-X0103,150,星白,889,635,2.7,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-200-X0103,200,星白,889,635,3.6,,,,,,,,,,,
星煜系列,星煜星空-双面,A8801S-250-X0103,250,星白,889,635,4.5,,,,,,,,,,,
星煜系列,星煜星空-单面星辰,A8802-120-X0101,120,星白,787,1092,3.3,,,,,,,,,,,
星煜系列,星煜星空-单面星辰,A8802-250-X0101,250,星白,787,1092,6.9,,,,,,,,,,,
星煜系列,星煜星空-单面星辰,A8802-300-X0101,300,星白,787,1092,8.3,,,,,,,,,,,
星煜系列,星煜星空-单面星河,A8804-120-X0101,120,星白,787,1092,3.3,,,,,,,,,,,
星煜系列,星煜星空-单面星河,A8804-250-X0101,250,星白,787,1092,6.9,,,,,,,,,,,
星煜系列,星煜星空-单面星河,A8804-300-X0101,300,星白,787,1092,8.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-W0401,124,星冰白,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-H3201,124,星霜银,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-H2501,124,星云灰,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-R1501,124,星晶粉,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-R2201,124,星柚红,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-C0101,124,星槟金,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-G1301,124,星茶绿,787,1092,5.3,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-R0801,124,星焰红,787,1092,6,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-C3601,124,星褐咖,787,1092,6,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-C2101,124,星巧棕,787,1092,6.4,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-G1501,124,星羽蓝,787,1092,6.4,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-B1101,124,星电蓝,787,1092,6.4,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-K09-101,124,星夜黑,787,1092,6.4,,,,,,,,,,,
星煜系列,星煜星彩,A8806-124-G2001,124,星墨绿,787,1092,6.4,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-W0401,124,白银,787,1092,6.9,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-270-W0401,270,白银,787,1092,13.3,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-348-W0401,348,白银,787,1092,17.2,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-H65S01,124,铂金,787,1092,7.5,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-297-H65S01,297,铂金,787,1092,15.3,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-CH64S01,124,矿金,787,1092,7.5,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-297-CH64S01,297,矿金,787,1092,15.3,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-RH64S01,124,玫瑰金,787,1092,7.5,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-297-RH64S01,297,玫瑰金,787,1092,15.3,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-H64S01,124,钛金,787,1092,8,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-297-H64S01,297,钛金,787,1092,16,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-124-KH64S01,124,黑金,787,1092,8,,,,,,,,,,,
星煜系列,星煜贵金属,A8807-297-KH64S01,297,黑金,787,1092,16,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-R2201,124,梅花红,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-R2801,124,中国红,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-P0301,124,暮山紫,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-G4001,124,孔雀蓝,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-B1101,124,景泰蓝,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-GK09-101,124,荷叶绿,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-G0401,124,柳黄绿,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-C0101,124,香槟金,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-K09-101,124,阑夜黑,787,1092,8,,,,,,,,,,,
星煜系列,丝绸纸,A3326-124-W04-101,124,蚕丝白,787,1092,6.7,,,,,,,,,,,
星煜系列,丝绸纸,A3326-250-W04-101,250,蚕丝白,787,1092,13.4,,,,,,,,,,,
星煜系列,丝绸纸,A3326-350-W04-101,350,蚕丝白,787,1092,18.8,,,,,,,,,,,
亮荧系列,亮荧冰白-单面,A9901D-120-X0101,120,冰白,787,1092,1.96,,,,,,,,,,,
亮荧系列,亮荧冰白-单面,A9901D-150-X0101,150,冰白,787,1092,2.45,,,,,,,,,,,
亮荧系列,亮荧冰白-双面,A9901S-250-X0101,250,冰白,787,1092,4.08,,,,,,,,,,,
亮荧系列,亮荧冰白-双面,A9901S-300-X0101,300,冰白,787,1092,4.9,,,,,,,,,,,
亮荧系列,亮荧冰白-单面,A9901D-120-X0102,120,冰白,889,1194,2.42,,,,,,,,,,,
亮荧系列,亮荧冰白-单面,A9901D-150-X0102,150,冰白,889,1194,3.03,,,,,,,,,,,
亮荧系列,亮荧冰白-双面,A9901S-250-X0102,250,冰白,889,1194,5.04,,,,,,,,,,,
亮荧系列,亮荧冰白-双面,A9901S-300-X0102,300,冰白,889,1194,6.05,,,,,,,,,,,
亮荧系列,亮荧银白-单面,A9902D-120-X0201,120,银白,787,1092,2.48,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-190-X0201,190,银白,787,1092,3.92,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-260-X0201,260,银白,787,1092,5.36,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-315-X0201,315,银白,787,1092,6.5,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902D-120-X0202,120,银白,889,1194,3.06,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-190-X0202,190,银白,889,1194,4.84,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-260-X0202,260,银白,889,1194,6.62,,,,,,,,,,,
亮荧系列,亮荧银白-双面,A9902S-315-X0202,315,银白,889,1194,8.02,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-095-X0201,95,米色,787,1092,1.47,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-095-X0202,95,米色,889,1194,1.82,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-115-X0101,115,白色,787,1092,1.78,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-115-X0102,115,白色,889,1194,2.2,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-115-X0201,115,米色,787,1092,1.78,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-115-X0202,115,米色,889,1194,2.2,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-135-X0101,135,白色,787,1092,2.09,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-135-X0102,135,白色,889,1194,2.58,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-135-X0201,135,米色,787,1092,2.09,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-135-X0202,135,米色,889,1194,2.58,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-170-X0101,170,白色,787,1092,2.63,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-170-X0102,170,白色,889,1194,3.25,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-170-X0201,170,米色,787,1092,2.63,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-170-X0202,170,米色,889,1194,3.25,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-215-X0101,215,白色,787,1092,3.33,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-215-X0102,215,白色,889,1194,4.11,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-215-X0201,215,米色,787,1092,3.33,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-215-X0202,215,米色,889,1194,4.11,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-270-X0101,270,白色,787,1092,4.18,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-270-X0102,270,白色,889,1194,5.16,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-270-X0201,270,米色,787,1092,4.18,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-270-X0202,270,米色,889,1194,5.16,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-330-X0101,330,白色,787,1092,5.1,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-330-X0102,330,白色,889,1194,6.31,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-380-X0101,380,白色,787,1092,5.88,,,,,,,,,,,
曼雅系列,曼雅伯爵,A7701-380-X0102,380,白色,889,1194,7.26,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-90-X0301,90,米色,787,1092,1.24,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-90-X0302,90,米色,889,1194,1.53,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-120-X0101,120,白色,787,1092,1.65,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-120-X0102,120,白色,889,1194,2.04,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-120-X0301,120,米色,787,1092,1.65,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-120-X0302,120,米色,889,1194,2.04,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-140-X0101,140,白色,787,1092,1.93,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-140-X0102,140,白色,889,1194,2.38,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-140-X0301,140,米色,787,1092,1.93,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-140-X0302,140,米色,889,1194,2.38,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-170-X0101,170,白色,787,1092,2.34,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-170-X0102,170,白色,889,1194,2.89,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-170-X0301,170,米色,787,1092,2.34,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-170-X0302,170,米色,889,1194,2.89,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-200-X0101,200,白色,787,1092,2.75,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-200-X0102,200,白色,889,1194,3.4,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-200-X0301,200,米色,787,1092,2.75,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-200-X0302,200,米色,889,1194,3.4,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-240-X0101,240,白色,787,1092,3.3,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-240-X0102,240,白色,889,1194,4.08,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-240-X0301,240,米色,787,1092,3.3,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-240-X0302,240,米色,889,1194,4.08,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-290-X0101,290,白色,787,1092,3.99,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-290-X0102,290,白色,889,1194,4.93,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-350-X0101,350,白色,787,1092,4.81,,,,,,,,,,,
曼雅系列,曼雅高感,A7702-350-X0102,350,白色,889,1194,5.94,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-200-X0101,200,白色,787,1092,2.58,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-200-X0102,200,白色,889,1194,3.18,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-250-X0101,250,白色,787,1092,3.22,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-250-X0102,250,白色,889,1194,3.98,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-280-X0101,280,白色,787,1092,3.61,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-280-X0102,280,白色,889,1194,4.46,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-320-X0101,320,白色,787,1092,4.13,,,,,,,,,,,
曼雅系列,曼雅高松,A7704-320-X0102,320,白色,889,1194,5.1,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-125-X0101,125,白色,787,1092,2.79,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-125-X0102,125,白色,889,1194,3.45,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-165-X0101,165,白色,787,1092,3.69,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-165-X0102,165,白色,889,1194,4.55,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-215-X0101,215,白色,787,1092,4.8,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-215-X0102,215,白色,889,1194,5.93,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-265-X0101,265,白色,787,1092,5.92,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-265-X0102,265,白色,889,1194,7.31,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-315-X0101,315,白色,787,1092,7.04,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-315-X0102,315,白色,889,1194,8.69,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F57S01,135,墨砾灰,787,1092,4.64,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F57S01,250,墨砾灰,787,1092,8.59,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F57S01,360,墨砾灰,787,1092,12.38,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-K08-1S01,135,砚磨黑,787,1092,5.8,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-K08-1S01,250,砚磨黑,787,1092,10.74,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-K08-1S01,360,砚磨黑,787,1092,15.47,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F61S01,135,雾砂驼,787,1092,4.64,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F61S01,250,雾砂驼,787,1092,8.59,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F61S01,360,雾砂驼,787,1092,12.38,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F59S01,135,陶锗棕,787,1092,4.64,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F59S01,250,陶锗棕,787,1092,8.59,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F59S01,360,陶锗棕,787,1092,12.38,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F62S01,135,胭砾粉,787,1092,4.87,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F62S01,250,胭砾粉,787,1092,9.02,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F62S01,360,胭砾粉,787,1092,12.99,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F64S01,135,朱砂红,787,1092,5.1,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F64S01,250,朱砂红,787,1092,9.45,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F64S01,360,朱砂红,787,1092,13.61,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F63S01,135,碧砂绿,787,1092,5.1,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F63S01,250,碧砂绿,787,1092,9.45,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F63S01,360,碧砂绿,787,1092,13.61,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703D-135-F65S01,135,珐砂蓝,787,1092,5.57,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-250-F65S01,250,珐砂蓝,787,1092,10.31,,,,,,,,,,,
曼雅系列,曼雅凝砂,A7703S-360-F65S01,360,珐砂蓝,787,1092,14.85,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-110-X0101,110,雅白,787,1092,1.8,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-110-X0102,110,雅白,889,1194,2.22,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-135-X0101,135,雅白,787,1092,2.2,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-135-X0102,135,雅白,889,1194,2.72,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-170-X0101,170,雅白,787,1092,2.78,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-170-X0102,170,雅白,889,1194,3.43,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-215-X0101,215,雅白,787,1092,3.51,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-215-X0102,215,雅白,889,1194,4.34,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-270-X0101,270,雅白,787,1092,4.41,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-270-X0102,270,雅白,889,1194,5.45,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-320-X0101,320,雅白,787,1092,5.23,,,,,,,,,,,
曼雅系列,曼雅雅爵,A7706-320-X0102,320,雅白,889,1194,6.45,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-80-X0101,80,白色,787,1092,0.93,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-80-X0102,80,白色,889,1194,1.15,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-100-X0101,100,白色,787,1092,1.16,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-100-X0102,100,白色,889,1194,1.43,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-80-X0201,80,米色,787,1092,0.93,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-80-X0202,80,米色,889,1194,1.15,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-100-X0201,100,米色,787,1092,1.16,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-100-X0202,100,米色,889,1194,1.43,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-170-X02T1,170,米白,787,550,1.03,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-170-X0206,170,米白,889,597,1.26,,,,,,,,,,,
曼雅系列,曼雅优丽,A7705-170-X0203,170,米白,889,635,1.34,,,,,,,,,,,
曼雅系列,曼雅書写,A7709-70-X0201,70,米色,787,1092,0.7,,,,,,,,,,,
曼雅系列,曼雅書写,A7709-70-X0202,70,米色,889,1194,0.86,,,,,,,,,,,
曼雅系列,曼雅書写,A7709-80-X0201,80,米色,787,1092,0.8,,,,,,,,,,,
